"","X","name","date_time","price","brand","model","year","title_status","mileage","color","vin","lot","state","country","condition","month","part_of_day","state_name","state_code","first_name","condition_in_hours","mileage_group"
"2021",2020,"Wheeler, Mike","06-11-2019 12:10:00",7200,"ford","door",2016,"clean vehicle",64111,"black","  1fadp3k28gl311932",167743079,"alabama"," usa","21 hours left","June","Aftrenoon","alabama","AL","Mike","21 hours left","Group 2"
"2022",2021,"Baker, Pat","12-07-2020 18:40:00",17589,"ford","doors",2015,"clean vehicle",28771,"red","  1fatp8uh0f5331279",167564846,"new jersey"," usa","9 days left","December","Evening","new jersey","NJ","Pat","216 hours left","Group 1"
"2023",2022,"Knipp, Rosalind","07-14-2019 14:30:00",31700,"ford","door",2015,"clean vehicle",126708,"white","  1ft7w2bt8fec08946",167743606,"alabama"," usa","21 hours left","July","Aftrenoon","alabama","AL","Rosalind","21 hours left","Group 3"
"2024",2023,"McDonald, Tom","01-02-2021 16:00:00",31790,"ford","doors",2015,"clean vehicle",27165,"orange","  1fa6p8cf6f5325225",167564847,"new york"," usa","9 days left","January","Aftrenoon","new york","NY","Tom","216 hours left","Group 1"
"2025",2024,"Socha, Melissa","07-26-2019 17:30:00",18100,"ford","van",2015,"clean vehicle",106546,"white","  1fbzx2ym4fka72472",167743616,"mississippi"," usa","21 hours left","July","Aftrenoon","mississippi","MS","Melissa","21 hours left","Group 3"
"2026",2025,"VanDenHoven, Bob","01-03-2020 13:50:00",14495,"ford","doors",2015,"clean vehicle",54778,"white","  1fa6p8am3f5306570",167564872,"new jersey"," usa","9 days left","January","Aftrenoon","new jersey","NJ","Bob","216 hours left","Group 2"
"2027",2026,"Kline, Kent","08-01-2020 19:40:00",15000,"ford","fusion",2020,"clean vehicle",11729,"white","  3fa6p0d92lr117801",167625047,"illinois"," usa","19 hours left","August","Evening","illinois","IL","Kent","19 hours left","Group 1"
"2028",2027,"VanDenHoven, Bob","12-07-2019 23:00:00",26400,"ford","door",2015,"clean vehicle",85197,"black","  1ftew1ef2fke07659",167743628,"mississippi"," usa","21 hours left","December","Night","mississippi","MS","Bob","21 hours left","Group 2"
"2029",2028,"Knipp, Rosalind","12-27-2020 09:50:00",27990,"ford","doors",2015,"clean vehicle",19130,"red","  1fa6p8cf2f5362711",167564874,"massachusetts"," usa","9 days left","December","Morning","massachusetts","MA","Rosalind","216 hours left","Group 1"
"2030",2029,"Raboin, Chase","08-11-2020 12:50:00",19700,"ford","expedition",2015,"clean vehicle",72369,"white","  1fmju1ht4fef41606",167743633,"mississippi"," usa","21 hours left","August","Aftrenoon","mississippi","MS","Chase","21 hours left","Group 2"
"2031",2030,"Mr Frank, Tim","05-11-2019 09:10:00",15300,"ford","doors",2015,"clean vehicle",59646,"silver","  1fa6p8am2f5403582",167564875,"massachusetts"," usa","9 days left","May","Morning","massachusetts","MA","Tim","216 hours left","Group 2"
"2032",2031,"Kawula, Amy","07-15-2019 20:50:00",22000,"ford","door",2014,"clean vehicle",68418,"black","  1ftfw1ct6eke95627",167743891,"mississippi"," usa","21 hours left","July","Evening","mississippi","MS","Amy","21 hours left","Group 2"
"2033",2032,"McDonald, Tom","04-12-2019 11:10:00",23999,"ford","doors",2015,"clean vehicle",8400,"black","  1fa6p8th8f5307097",167564892,"new jersey"," usa","9 days left","April","Morning","new jersey","NJ","Tom","216 hours left","Group 1"
"2034",2033,"Trimberger, Jason","12-12-2019 11:10:00",16488,"ford","doors",2015,"clean vehicle",45084,"gray","  1fa6p8th8f5346675",167564894,"new york"," usa","9 days left","December","Morning","new york","NY","Jason","216 hours left","Group 1"
"2035",2034,"Mr Trupke, Tim","10-15-2019 11:30:00",12784,"ford","doors",2015,"clean vehicle",67037,"gray","  1fa6p8am0f5365382",167564896,"new jersey"," usa","9 days left","October","Morning","new jersey","NJ","Tim","216 hours left","Group 2"
"2036",2035,"Utech, Carol","05-18-2019 14:00:00",23400,"ford","doors",2015,"clean vehicle",64135,"black","  1fa6p8cf0f5312423",167564910,"new jersey"," usa","9 days left","May","Aftrenoon","new jersey","NJ","Carol","216 hours left","Group 2"
"2037",2036,"Rautmann, Orval","01-28-2021 11:10:00",9705,"ford","door",2017,"clean vehicle",72377,"black","  3fa6p0h76hr319394",167744596,"arkansas"," usa","21 hours left","January","Morning","arkansas","AR","Orval","21 hours left","Group 2"
"2038",2037,"Mr Frank, Tim","03-18-2020 19:10:00",25999,"ford","doors",2015,"clean vehicle",39367,"oxford white","  1fa6p8cf7f5357357",167564912,"new jersey"," usa","9 days left","March","Evening","new jersey","NJ","Tim","216 hours left","Group 1"
"2039",2038,"McDonald, Tom","02-06-2020 19:30:00",34977,"ford","doors",2015,"clean vehicle",46540,"black","  1fa6p8cf2f5306378",167564913,"pennsylvania"," usa","9 days left","February","Evening","pennsylvania","PA","Tom","216 hours left","Group 1"
"2040",2039,"Wheeler, Mike","01-21-2020 13:00:00",19000,"ford","doors",2015,"clean vehicle",40677,"ingot silver metallic","  1fatp8uh8f5397899",167564914,"new jersey"," usa","9 days left","January","Aftrenoon","new jersey","NJ","Mike","216 hours left","Group 1"
"2041",2040,"Wheeler, Mike","05-14-2020 13:00:00",15995,"ford","doors",2015,"clean vehicle",69438,"black","  1fa6p8th0f5382067",167564915,"new york"," usa","9 days left","May","Aftrenoon","new york","NY","Mike","216 hours left","Group 2"
"2042",2041,"Jacobson, Jeff","11-12-2020 11:50:00",13487,"ford","doors",2015,"clean vehicle",96246,"gray","  2fmtk4j95fbb24313",167564973,"new york"," usa","9 days left","November","Morning","new york","NY","Jeff","216 hours left","Group 2"
"2043",2042,"Baker, Pat","08-14-2019 13:50:00",18707,"ford","doors",2015,"clean vehicle",69719,"white","  2fmtk4k80fbb56382",167565005,"connecticut"," usa","9 days left","August","Aftrenoon","connecticut","CT","Pat","216 hours left","Group 2"
"2044",2043,"Pascoe, Paul","12-28-2019 18:30:00",15290,"ford","doors",2015,"clean vehicle",75933,"white platinum tri-coat metallic","  2fmtk4j86fbb17376",167565029,"new york"," usa","9 days left","December","Evening","new york","NY","Paul","216 hours left","Group 2"
"2045",2044,"Jacobson, Jeff","02-05-2019 10:20:00",15600,"ford","doors",2015,"clean vehicle",54325,"black","  2fmtk3j86fbb54504",167565030,"new york"," usa","9 days left","February","Morning","new york","NY","Jeff","216 hours left","Group 2"
"2046",2045,"Baker, Pat","09-05-2020 17:00:00",47000,"ford","expedition",2019,"clean vehicle",24902,"black","  1fmju2at1kea37413",167625630,"illinois"," usa","2 days left","September","Aftrenoon","illinois","IL","Pat","48 hours left","Group 1"
"2047",2046,"Kostichka, Norb","09-22-2019 11:00:00",16080,"ford","doors",2015,"clean vehicle",31793,"blue","  2fmtk3j92fbc41664",167565031,"connecticut"," usa","9 days left","September","Morning","connecticut","CT","Norb","216 hours left","Group 1"
"2048",2047,"Trimberger, Jason","07-29-2019 18:10:00",50000,"ford","max",2019,"clean vehicle",16505,"white","  1fmjk2at2kea45381",167625631,"illinois"," usa","2 days left","July","Evening","illinois","IL","Jason","48 hours left","Group 1"
"2049",2048,"Baranczyk, Kay","07-13-2019 09:30:00",15268,"ford","doors",2015,"clean vehicle",74361,"black","  2fmtk4j81fbc21743",167565034,"new york"," usa","9 days left","July","Morning","new york","NY","Kay","216 hours left","Group 2"
"2050",2049,"Cousineau, Tom","08-24-2019 21:10:00",47500,"ford","max",2019,"clean vehicle",27868,"black","  1fmjk2at0kea39191",167625634,"illinois"," usa","2 days left","August","Evening","illinois","IL","Tom","48 hours left","Group 1"
"2051",2050,"Jacobson, Jeff","07-28-2019 14:20:00",18497,"ford","doors",2015,"clean vehicle",34011,"black","  2fmtk4j86fbc21494",167565036,"massachusetts"," usa","9 days left","July","Aftrenoon","massachusetts","MA","Jeff","216 hours left","Group 1"
"2052",2051,"Gustafson, Bob","02-22-2020 13:10:00",10000,"ford","escape",2019,"clean vehicle",19993,"silver","  1fmcu9gd3kub30490",167625635,"illinois"," usa","19 hours left","February","Aftrenoon","illinois","IL","Bob","19 hours left","Group 1"
"2053",2052,"Baranczyk, Kay","10-28-2020 13:20:00",19995,"ford","suv",2015,"clean vehicle",48115,"red","  2fmtk4k88fbb49003",167565056,"pennsylvania"," usa","9 days left","October","Aftrenoon","pennsylvania","PA","Kay","216 hours left","Group 1"
"2054",2053,"Klinowski, Bill","09-23-2020 16:50:00",49000,"ford","max",2019,"clean vehicle",22543,"white","  1fmjk2at9kea46589",167625636,"illinois"," usa","2 days left","September","Aftrenoon","illinois","IL","Bill","48 hours left","Group 1"
"2055",2054,"Ms BenDixen, Lonnie","12-24-2020 18:10:00",17150,"ford","doors",2015,"clean vehicle",67091,"black","  2fmtk3ap9fbc28957",167565081,"new jersey"," usa","9 days left","December","Evening","new jersey","NJ","Lonnie","216 hours left","Group 2"
"2056",2055,"Hendricks, Dan","06-29-2020 14:20:00",45000,"ford","expedition",2019,"clean vehicle",28790,"black","  1fmju2at8kea33665",167625637,"illinois"," usa","2 days left","June","Aftrenoon","illinois","IL","Dan","48 hours left","Group 1"
"2057",2056,"Socha, Melissa","01-05-2019 19:20:00",14295,"ford","doors",2015,"clean vehicle",59391,"guard","  2fmtk4j87fbb34901",167565082,"new jersey"," usa","9 days left","January","Evening","new jersey","NJ","Melissa","216 hours left","Group 2"
"2058",2057,"Badura, Shannon","02-02-2021 21:50:00",49000,"ford","max",2019,"clean vehicle",18449,"black","  1fmjk2at3kea46572",167625639,"illinois"," usa","2 days left","February","Evening","illinois","IL","Shannon","48 hours left","Group 1"
"2059",2058,"Wheeler, Mike","11-08-2019 18:00:00",16190,"ford","doors",2015,"clean vehicle",71824,"magnetic metallic","  2fmtk4j96fbb10890",167565083,"new york"," usa","9 days left","November",NA,"new york","NY","Mike","216 hours left","Group 2"
"2060",2059,"Halla, Al","01-10-2020 18:50:00",49000,"ford","expedition",2019,"clean vehicle",19304,"black","  1fmju2at9kea25414",167625640,"illinois"," usa","2 days left","January","Evening","illinois","IL","Al","48 hours left","Group 1"
"2061",2060,"Jacobson, Jeff","09-27-2019 20:00:00",17899,"ford","doors",2015,"clean vehicle",39159,"magnetic metallic","  2fmtk4j82fbc36462",167565105,"new york"," usa","9 days left","September","Evening","new york","NY","Jeff","216 hours left","Group 1"
"2062",2061,"Mrs Karas, Phil","12-28-2020 13:40:00",26000,"ford","flex",2019,"clean vehicle",18708,"black","  2fmhk6dt1kba15866",167625666,"illinois"," usa","2 days left","December","Aftrenoon","illinois","IL","Phil","48 hours left","Group 1"
"2063",2062,"Nitka, Clarence","10-02-2021 21:40:00",14000,"ford","doors",2015,"clean vehicle",79430,"magnetic metallic","  2fmtk4j88fbb19078",167565107,"new jersey"," usa","9 days left","October","Evening","new jersey","NJ","Clarence","216 hours left","Group 2"
"2064",2063,"McDonald, Tom","07-02-2020 21:00:00",15500,"ford","flex",2019,"clean vehicle",12393,"gray","  2fmhk6d84kba36268",167625667,"illinois"," usa","19 hours left","July","Evening","illinois","IL","Tom","19 hours left","Group 1"
"2065",2064,"Froelich, Francis","01-31-2021 13:40:00",16888,"ford","doors",2015,"clean vehicle",56329,"black","  2fmtk4j94fbc08560",167565108,"new york"," usa","9 days left","January","Aftrenoon","new york","NY","Francis","216 hours left","Group 2"
"2066",2065,"Wheeler, Mike","10-17-2020 14:10:00",28000,"ford","f-150",2019,"clean vehicle",12155,"silver","  1ftfw1e56kfc13232",167625669,"illinois"," usa","2 days left","October","Aftrenoon","illinois","IL","Mike","48 hours left","Group 1"
"2067",2066,"Mayer, Lori","04-22-2021 11:10:00",8305,"ford","door",2014,"clean vehicle",63291,"blue","  1fa6p0hd0e5355683",167744884,"arkansas"," usa","2 days left","April","Morning","arkansas","AR","Lori","48 hours left","Group 2"
"2068",2067,"Mr Reimer, Dick","07-25-2019 09:00:00",21822,"ford","doors",2015,"clean vehicle",36041,"white platinum tri-coat metallic","  2fmtk4ap1fbc36380",167565117,"new jersey"," usa","9 days left","July","Morning","new jersey","NJ","Dick","216 hours left","Group 1"
"2069",2068,"Klinowski, Bill","12-20-2020 14:30:00",15500,"ford","mustang",2019,"clean vehicle",25810,"red","  1fatp8uhxk5148949",167625718,"illinois"," usa","19 hours left","December","Aftrenoon","illinois","IL","Bill","19 hours left","Group 1"
"2070",2069,"Francour, Lisa","06-01-2020 11:00:00",12500,"ford","door",2015,"clean vehicle",130388,"blue","  1ftew1cf5fkd41840",167744885,"arkansas"," usa","20 hours left","June","Morning","arkansas","AR","Lisa","20 hours left","Group 3"
"2071",2070,"Gustafson, Bob","02-13-2021 17:00:00",15995,"ford","doors",2015,"clean vehicle",23878,"blue","  2fmtk4g88fbb75562",167565141,"new york"," usa","9 days left","February","Aftrenoon","new york","NY","Bob","216 hours left","Group 1"
"2072",2071,"Nitka, Clarence","03-23-2021 15:30:00",16000,"ford","transit",2019,"clean vehicle",15460,"white","  1ftyr2zm1kkb65539",167625733,"illinois"," usa","19 hours left","March","Aftrenoon","illinois","IL","Clarence","19 hours left","Group 1"
"2073",2072,"Callahan, Mark","12-11-2019 09:00:00",38200,"ford","max",2018,"clean vehicle",46710,"white","  1fmjk1kt9jea41402",167745579,"north carolina"," usa","Listing Expired","December","Morning","north carolina","NC","Mark","0 hours left","Group 1"
"2074",2073,"Ms Schoen, Lisa","08-16-2019 14:20:00",12995,"ford","doors",2015,"clean vehicle",65342,"black","  2fmtk4g8xfbb98373",167565142,"new york"," usa","9 days left","August","Aftrenoon","new york","NY","Lisa","216 hours left","Group 2"
"2075",2074,"Mr Reimer, Dick","06-10-2020 17:40:00",14488,"ford","doors",2015,"clean vehicle",64061,"tuxedo black metallic","  2fmtk4j93fbb69606",167565143,"massachusetts"," usa","9 days left","June","Aftrenoon","massachusetts","MA","Dick","216 hours left","Group 2"
"2076",2075,"Francour, Lisa","08-20-2020 15:40:00",17500,"ford","door",2016,"clean vehicle",93164,"white","  1fm5k7f81gga06232",167746065,"florida"," usa","14 hours left","August","Aftrenoon","florida","FL","Lisa","14 hours left","Group 2"
"2077",2076,"Kline, Kent","01-18-2021 21:40:00",21995,"ford","doors",2015,"clean vehicle",35629,"blue","  2fmtk4ap6fbc01186",167565147,"massachusetts"," usa","9 days left","January","Evening","massachusetts","MA","Kent","216 hours left","Group 1"
"2078",2077,"Knipp, Rosalind","02-21-2020 19:30:00",8500,"ford","connect",2015,"clean vehicle",118483,"white","  nm0ls6e75f1193116",167746107,"florida"," usa","14 hours left","February","Evening","florida","FL","Rosalind","14 hours left","Group 3"
"2079",2078,"Gutzman, Todd","03-17-2021 10:40:00",16593,"ford","doors",2015,"clean vehicle",71573,"tuxedo black metallic","  2fmtk4k86fbb36847",167565148,"massachusetts"," usa","9 days left","March","Morning","massachusetts","MA","Todd","216 hours left","Group 2"
"2080",2079,"Mr Trupke, Tim","01-04-2021 15:30:00",13000,"ford","door",2017,"clean vehicle",33660,"black","  1fmcu0gd0hue05897",167628838,"illinois"," usa","2 days left","January","Aftrenoon","illinois","IL","Tim","48 hours left","Group 1"
"2081",2080,"Gustafson, Bob","09-16-2020 20:10:00",14247,"ford","doors",2015,"clean vehicle",61168,"blue","  2fmtk3j95fbc21893",167565149,"pennsylvania"," usa","9 days left","September","Evening","pennsylvania","PA","Bob","216 hours left","Group 2"
"2082",2081,"Mahlik, Nick","06-22-2020 13:00:00",23500,"ford","door",2017,"clean vehicle",42241,"gray","  1ftfw1ef3hfc08748",167629013,"illinois"," usa","2 days left","June","Aftrenoon","illinois","IL","Nick","48 hours left","Group 1"
"2083",2082,"Gutzman, Todd","07-18-2019 13:30:00",16999,"ford","doors",2015,"clean vehicle",21004,"oxford white","  2fmtk4g88fbb94547",167565174,"pennsylvania"," usa","9 days left","July","Aftrenoon","pennsylvania","PA","Todd","216 hours left","Group 1"
"2084",2083,"Ms Schoen, Lisa","01-14-2020 14:10:00",25000,"ford","door",2017,"clean vehicle",45003,"red","  1ftfw1ef2hfb56304",167629019,"illinois"," usa","2 days left","January","Aftrenoon","illinois","IL","Lisa","48 hours left","Group 1"
"2085",2084,"Knipp, Rosalind","10-14-2019 15:20:00",20159,"ford","doors",2015,"clean vehicle",45278,"oxford white","  2fmtk4j98fbc15642",167565193,"new jersey"," usa","9 days left","October","Aftrenoon","new jersey","NJ","Rosalind","216 hours left","Group 1"
"2086",2085,"Klinowski, Bill","10-22-2020 17:20:00",31000,"ford","door",2017,"clean vehicle",1,"black","  1ftfw1ef0hfa02688",167629024,"illinois"," usa","2 days left","October","Aftrenoon","illinois","IL","Bill","48 hours left","Group 1"
"2087",2086,"Ms BenDixen, Lonnie","11-23-2020 15:50:00",22500,"ford","edge",2018,"clean vehicle",24747,"gray","  2fmpk4k82jbb61657",167567143,"colorado"," usa","8 days left","November","Aftrenoon","colorado","CO","Lonnie","192 hours left","Group 1"
"2088",2087,"Cousineau, Tom","05-20-2019 18:20:00",29500,"ford","door",2017,"clean vehicle",48707,"black","  1ftfw1ef5hfb57303",167629025,"illinois"," usa","2 days left","May","Evening","illinois","IL","Tom","48 hours left","Group 1"
"2089",2088,"Jacobson, Jeff","06-28-2019 09:50:00",59900,"ford","max",2020,"clean vehicle",2162,"no_color","  1fmjk2at4lea11492",167762991,"ohio"," usa","21 hours left","June","Morning","ohio","OH","Jeff","21 hours left","Group 1"
"2090",2089,"Ms BenDixen, Lonnie","03-13-2020 19:30:00",24000,"ford","f-150",2017,"clean vehicle",50874,"black","  1ftfw1eg9hfc63181",167629029,"illinois"," usa","2 days left","March","Evening","illinois","IL","Lonnie","48 hours left","Group 1"
"2091",2090,"Baranczyk, Kay","05-04-2020 11:50:00",20500,"ford","f-150",2017,"clean vehicle",70727,"black","  1ftfw1ef8hfa28276",167629031,"illinois"," usa","2 days left","May","Morning","illinois","IL","Kay","48 hours left","Group 2"
